title,year,cites,doi,oa_url,primary_pdf,topic
CPSAA: Accelerating Sparse Attention Using Crossbar-Based Processing-In-Memory Architecture,2023,11,https://doi.org/10.1109/tcad.2023.3344524,https://ieeexplore.ieee.org/ielx7/43/6917053/10374228.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10374228.pdf,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Stochastic Gradient Optimization Techniques
Spatz: Clustering Compact RISC-V-Based Vector Units to Maximize Computing Efficiency,2025,10,https://doi.org/10.1109/tcad.2025.3528349,https://arxiv.org/pdf/2309.10137,,Parallel Computing and Optimization Techniques; Distributed and Parallel Computing Systems; Advanced Data Storage Technologies
Cost Efficient Flip-Flop Designs With Multiple-Node Upset-Tolerance and Algorithm-Based Verifications,2024,10,https://doi.org/10.1109/tcad.2024.3426271,https://hal-lirmm.ccsd.cnrs.fr/lirmm-04737573/document,,VLSI and Analog Circuit Testing; VLSI and FPGA Design Techniques; Low-power high-performance VLSI design
FPAX: A Fast Prior Knowledge-Based Framework for DSE in Approximate Configurations,2023,10,https://doi.org/10.1109/tcad.2023.3346289,https://ieeexplore.ieee.org/ielx7/43/6917053/10373585.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10373585.pdf,Parallel Computing and Optimization Techniques; Low-power high-performance VLSI design; Radiation Effects in Electronics
Secure Run-Time Hardware Trojan Detection Using Lightweight Analytical Models,2023,9,https://doi.org/10.1109/tcad.2023.3316113,https://ieeexplore.ieee.org/ielx7/43/6917053/10251968.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10251968.pdf,Physical Unclonable Functions (PUFs) and Hardware Security; Radiation Effects in Electronics; VLSI and Analog Circuit Testing
RAPIDx: High-Performance ReRAM Processing In-Memory Accelerator for Sequence Alignment,2023,9,https://doi.org/10.1109/tcad.2023.3239537,https://escholarship.org/content/qt2kx7h990/qt2kx7h990.pdf,,Genomics and Phylogenetic Studies; Advanced Data Storage Technologies; Algorithms and Data Compression
PhGraph: A High-Performance ReRAM-Based Accelerator for Hypergraph Applications,2023,8,https://doi.org/10.1109/tcad.2023.3343228,https://ieeexplore.ieee.org/ielx7/43/6917053/10360252.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10360252.pdf,Graph Theory and Algorithms; Advanced Graph Neural Networks; Cloud Computing and Resource Management
Netwise Detection of Hardware Trojans Using Scalable Convolution of Graph Embedding Clouds,2024,7,https://doi.org/10.1109/tcad.2024.3383348,https://ieeexplore.ieee.org/ielx7/43/6917053/10485495.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10485495.pdf,Physical Unclonable Functions (PUFs) and Hardware Security; Integrated Circuits and Semiconductor Failure Analysis; VLSI and Analog Circuit Testing
Self-Test Library Generation for In-Field Test of Path Delay Faults,2023,6,https://doi.org/10.1109/tcad.2023.3268210,https://hal.science/hal-04083231,,VLSI and Analog Circuit Testing; Integrated Circuits and Semiconductor Failure Analysis; Radiation Effects in Electronics
SRAM Periphery Testing Using the Cell-Aware Test Methodology,2024,6,https://doi.org/10.1109/tcad.2024.3506854,https://hal-lirmm.ccsd.cnrs.fr/lirmm-04808316/document,,Integrated Circuits and Semiconductor Failure Analysis; VLSI and Analog Circuit Testing; Electrostatic Discharge in Electronics
CNN-Oriented Placement Algorithm for High-Performance Accelerators on Rad-Hard FPGAs,2023,6,https://doi.org/10.1109/tcad.2023.3331976,https://ieeexplore.ieee.org/ielx7/43/6917053/10314789.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10314789.pdf,Radiation Effects in Electronics; Advanced Neural Network Applications; Adversarial Robustness in Machine Learning
Energy-Efficient Spintronic-Based Neuromorphic Computing System Using Current Mode Track and Termination Circuit,2023,6,https://doi.org/10.1109/tcad.2023.3238879,https://pure.au.dk/ws/files/418783639/final_version-r0f63te8t0691ypmps50eeb0to9hy6e3_002_.pdf,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Neural Networks and Reservoir Computing
Bank on Compute-Near-Memory: Design Space Exploration of Processing-Near-Bank Architectures,2024,6,https://doi.org/10.1109/tcad.2024.3442989,https://infoscience.epfl.ch/bitstreams/88a6c234-d588-4567-8883-2d4aa0889c12/download,,Parallel Computing and Optimization Techniques; Interconnection Networks and Systems; Distributed systems and fault tolerance
Enhancing Delay-Driven LUT Mapping With Boolean Decomposition,2024,6,https://doi.org/10.1109/tcad.2024.3457378,https://doi.org/10.1109/tcad.2024.3457378,,Formal Methods in Verification; Embedded Systems Design Techniques; VLSI and Analog Circuit Testing
DELFINES: Detecting Laser Fault Injection Attacks via Digital Sensors,2023,5,https://doi.org/10.1109/tcad.2023.3322623,https://telecom-paris.hal.science/hal-04260842/document,,Physical Unclonable Functions (PUFs) and Hardware Security; Integrated Circuits and Semiconductor Failure Analysis; Electrostatic Discharge in Electronics
Ulgen: A Runtime Assurance Framework for Programming Safe Cyber–Physical Systems,2023,5,https://doi.org/10.1109/tcad.2023.3246386,https://ieeexplore.ieee.org/ielx7/43/6917053/10048006.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10048006.pdf,Formal Methods in Verification; Safety Systems Engineering in Autonomy; Advanced Software Engineering Methodologies
Dedicated Instruction Set for Pattern-Based Data Transfers: An Experimental Validation on Systems Containing In-Memory Computing Units,2023,5,https://doi.org/10.1109/tcad.2023.3258346,https://cea.hal.science/cea-04425231,,Advanced Memory and Neural Computing; Parallel Computing and Optimization Techniques; Advanced Data Storage Technologies
CRAFT: Criticality-Aware Fault-Tolerance Enhancement Techniques for Emerging Memories-Based Deep Neural Networks,2023,5,https://doi.org/10.1109/tcad.2023.3240659,https://arxiv.org/pdf/2302.03862,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Semiconductor materials and devices
GRAND: A Graph Neural Network Framework for Improved Diagnosis,2023,5,https://doi.org/10.1109/tcad.2023.3336212,https://doi.org/10.1109/tcad.2023.3336212,,Integrated Circuits and Semiconductor Failure Analysis; VLSI and Analog Circuit Testing; Machine Learning in Materials Science
An Efficient GCNs Accelerator Using 3D-Stacked Processing-in-Memory Architectures,2023,5,https://doi.org/10.1109/tcad.2023.3341753,https://ieeexplore.ieee.org/ielx7/43/6917053/10354068.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10354068.pdf,Advanced Memory and Neural Computing; CCD and CMOS Imaging Sensors; Advanced Data Storage Technologies
NN2FPGA: Optimizing CNN Inference on FPGAs With Binary Integer Programming,2024,5,https://doi.org/10.1109/tcad.2024.3507570,https://doi.org/10.1109/tcad.2024.3507570,,Neural Networks and Applications; Adversarial Robustness in Machine Learning; Advanced Memory and Neural Computing
Automated Synthesis of Safe Timing Behaviors for Requirements Models Using CCSL,2023,5,https://doi.org/10.1109/tcad.2023.3285412,https://inria.hal.science/hal-04178061v1/file/author-version.pdf,,Formal Methods in Verification; Model-Driven Software Engineering Techniques; Advanced Software Engineering Methodologies
TieredHM: Hotspot-Optimized Hash Indexing for Memory-Semantic SSD-Based Hybrid Memory,2024,4,https://doi.org/10.1109/tcad.2024.3354693,https://ieeexplore.ieee.org/ielx7/43/6917053/10400899.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10400899.pdf,Advanced Data Storage Technologies; Caching and Content Delivery; Peer-to-Peer Network Technologies
ILPGRC: ILP-Based Global Routing Optimization With Cell Movements,2023,4,https://doi.org/10.1109/tcad.2023.3305579,https://ieeexplore.ieee.org/ielx7/43/6917053/10218743.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10218743.pdf,VLSI and FPGA Design Techniques; VLSI and Analog Circuit Testing; Low-power high-performance VLSI design
Tradeoff Performance and Energy Efficiency by Optimizing the Data Flow for PIM Architectures,2024,4,https://doi.org/10.1109/tcad.2024.3522879,https://doi.org/10.1109/tcad.2024.3522879,,Advancements in Semiconductor Devices and Circuit Design; Semiconductor materials and devices; Low-power high-performance VLSI design
A Highly Reliable Dual-Mode RRAM PUF With Key Concealment Scheme,2025,4,https://doi.org/10.1109/tcad.2025.3536376,https://pureadmin.qub.ac.uk/ws/files/636894778/A_Highly_Reliable_Dual-Mode_RRAM_PUF_With_Key_Concealment_Scheme.pdf,,Integrated Circuits and Semiconductor Failure Analysis; Advanced Surface Polishing Techniques; Physical Unclonable Functions (PUFs) and Hardware Security
Fanout-Bounded Logic Synthesis for Emerging Technologies,2023,4,https://doi.org/10.1109/tcad.2023.3339440,https://ieeexplore.ieee.org/ielx7/43/6917053/10342810.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10342810.pdf,Quantum-Dot Cellular Automata; Advancements in Semiconductor Devices and Circuit Design; Low-power high-performance VLSI design
Efficient Modeling Attack on Multiplexer PUFs via Kronecker Matrix Multiplication,2025,4,https://doi.org/10.1109/tcad.2025.3531336,https://doi.org/10.1109/tcad.2025.3531336,,Physical Unclonable Functions (PUFs) and Hardware Security; Quantum-Dot Cellular Automata; Cryptographic Implementations and Security
When Random Is Bad: Selective CRPs for Protecting PUFs Against Modeling Attacks,2024,4,https://doi.org/10.1109/tcad.2024.3506217,https://vbn.aau.dk/ws/files/755415258/acceptedManuscript.pdf,,Physical Unclonable Functions (PUFs) and Hardware Security; Advanced Malware Detection Techniques; Adversarial Robustness in Machine Learning
The Floating Random Walk Method With Symmetric Multiple-Shooting Walks for Capacitance Extraction,2024,3,https://doi.org/10.1109/tcad.2024.3357592,https://ieeexplore.ieee.org/ielx7/43/6917053/10413649.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10413649.pdf,Low-power high-performance VLSI design; Semiconductor materials and devices; Advancements in Semiconductor Devices and Circuit Design
"Combinatorial-Coding-Based High-Performance Microfluidic Control Multiplexer: Design, Synthesis, and Adaptation",2024,3,https://doi.org/10.1109/tcad.2024.3442999,https://doi.org/10.1109/tcad.2024.3442999,,Innovative Microfluidic and Catalytic Techniques Innovation; Microfluidic and Capillary Electrophoresis Applications; Electrowetting and Microfluidic Technologies
MAFIA: Protecting the Microarchitecture of Embedded Systems Against Fault Injection Attacks,2023,3,https://doi.org/10.1109/tcad.2023.3276507,https://arxiv.org/pdf/2309.02255,,Security and Verification in Computing; Physical Unclonable Functions (PUFs) and Hardware Security; Advanced Malware Detection Techniques
An Updated Assessment of Reinforcement Learning for Macro Placement,2025,3,https://doi.org/10.1109/tcad.2025.3644293,https://doi.org/10.1109/tcad.2025.3644293,,Ferroelectric and Negative Capacitance Devices; Advanced Sensor and Energy Harvesting Materials; Advanced Memory and Neural Computing
SecureVolt: Enhancing Deep Neural Networks Security via Undervolting,2023,3,https://doi.org/10.1109/tcad.2023.3296379,https://pure.qub.ac.uk/en/publications/e84da8a3-8fef-41a8-9ab0-0f19ac5290e1,,Adversarial Robustness in Machine Learning; Radiation Effects in Electronics; Physical Unclonable Functions (PUFs) and Hardware Security
Efficient and Scalable Post-Layout Optimization for Field-Coupled Nanotechnologies,2025,3,https://doi.org/10.1109/tcad.2025.3549354,https://doi.org/10.1109/tcad.2025.3549354,,Semiconductor materials and devices; Advancements in Semiconductor Devices and Circuit Design; Low-power high-performance VLSI design
Fast Aging-Aware Timing Analysis Framework With Temporal–Spatial Graph Neural Network,2023,3,https://doi.org/10.1109/tcad.2023.3346298,https://figshare.com/articles/journal_contribution/Fast_aging-aware_timing_analysis_framework_with_temporal-spatial_graph_neural_network/24877263,,Semiconductor materials and devices; Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices
ML-Based Hardware Trojan Detection in AI Accelerators via Power Side-Channel Analysis,2025,2,https://doi.org/10.1109/tcad.2025.3625109,https://imt-atlantique.hal.science/hal-05319837v1/document,,Physical Unclonable Functions (PUFs) and Hardware Security; Integrated Circuits and Semiconductor Failure Analysis; VLSI and Analog Circuit Testing
veriSiM: Formal Verification of SPICE Netlists for MAGIC-Based Logic-in-Memory,2025,2,https://doi.org/10.1109/tcad.2025.3583199,https://research.rug.nl/en/publications/eb020b43-002b-4d65-ad3b-0bbb419cc40e,,DNA and Biological Computing; Advanced Memory and Neural Computing; Distributed systems and fault tolerance
TDPP: 2-D Permutation-Based Protection of Memristive Deep Neural Networks,2023,2,https://doi.org/10.1109/tcad.2023.3322351,https://arxiv.org/pdf/2310.06989,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Physical Unclonable Functions (PUFs) and Hardware Security
Floorplanning With I/O Assignment via Feasibility-Seeking and Superiorization Methods,2024,2,https://doi.org/10.1109/tcad.2024.3408106,https://arxiv.org/pdf/2406.03165,,VLSI and FPGA Design Techniques; Metaheuristic Optimization Algorithms Research; Evolutionary Algorithms and Applications
"Rubick: A Unified Infrastructure for Analyzing, Exploring, and Implementing Spatial Architectures via Dataflow Decomposition",2023,2,https://doi.org/10.1109/tcad.2023.3337208,https://ieeexplore.ieee.org/ielx7/43/6917053/10330679.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10330679.pdf,Parallel Computing and Optimization Techniques; Embedded Systems Design Techniques; Low-power high-performance VLSI design
CHEF: A Framework for Deploying Heterogeneous Models on Clusters With Heterogeneous FPGAs,2024,2,https://doi.org/10.1109/tcad.2024.3438994,https://pmc.ncbi.nlm.nih.gov/articles/PMC11654640/pdf/nihms-2034246.pdf,,Advanced Neural Network Applications; Parallel Computing and Optimization Techniques; Advanced Memory and Neural Computing
Parallel Accurate Minifloat MACCs for Neural Network Inference on Versal FPGAs,2024,2,https://doi.org/10.1109/tcad.2024.3511343,https://doi.org/10.1109/tcad.2024.3511343,,Neural Networks and Applications
A Dataflow-Aware Network-on-Interposer for CNN Inferencing in the Presence of Defective Chiplets,2024,2,https://doi.org/10.1109/tcad.2024.3447210,https://doi.org/10.1109/tcad.2024.3447210,,Advanced Memory and Neural Computing; Neuroscience and Neural Engineering; Interconnection Networks and Systems
TRIM: Thermal Auto-Compensation for Resistive In-Memory Computing,2025,2,https://doi.org/10.1109/tcad.2025.3586889,https://doi.org/10.1109/tcad.2025.3586889,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Semiconductor materials and devices
Realization of Early-Exit Dynamic Neural Networks on Reconfigurable Hardware,2024,2,https://doi.org/10.1109/tcad.2024.3519055,https://eprints.soton.ac.uk/499024/1/Realisation_of_Early-Exit_Dynamic_Neural_Networks.pdf,,Neural Networks and Applications; Fault Detection and Control Systems; Advanced Memory and Neural Computing
Scalable Sequential Logic Synthesis Using Observability Don’t Care Conditions,2025,1,https://doi.org/10.1109/tcad.2025.3583206,https://doi.org/10.1109/tcad.2025.3583206,,"Formal Methods in Verification; Logic, Reasoning, and Knowledge; Logic, programming, and type systems"
Power Aware Placement of On-Chip Voltage Regulators,2023,1,https://doi.org/10.1109/tcad.2023.3319285,https://infoscience.epfl.ch/handle/20.500.14299/206807,,Low-power high-performance VLSI design; VLSI and FPGA Design Techniques; Embedded Systems Design Techniques
<i>Mix &amp; Latch</i>: Comparison With State-of-the-Art Retiming on a RISC-V Benchmark,2024,1,https://doi.org/10.1109/tcad.2024.3360314,https://upcommons.upc.edu/bitstreams/2d0a9680-5599-47e7-8c4e-24e043629df2/download,,Embedded Systems Design Techniques
Efficient Resubstitution-Based Approximate Logic Synthesis,2024,1,https://doi.org/10.1109/tcad.2024.3510513,https://infoscience.epfl.ch/handle/20.500.14299/242520,,Low-power high-performance VLSI design; Quantum-Dot Cellular Automata; Quantum Computing Algorithms and Architecture
SnapMem: Hardware/Software Cooperative Memory Resistant to Cache-Related Attacks on ARM-FPGA Embedded SoC,2024,1,https://doi.org/10.1109/tcad.2024.3392082,https://ieeexplore.ieee.org/ielx7/43/6917053/10506236.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10506236.pdf,Security and Verification in Computing; Physical Unclonable Functions (PUFs) and Hardware Security; Advanced Malware Detection Techniques
Bottom-Up Generation of Verilog Designs for Testing EDA Tools,2026,1,https://doi.org/10.1109/tcad.2026.3691289,https://arxiv.org/pdf/2504.06295,,Software Testing and Debugging Techniques; Formal Methods in Verification; Model-Driven Software Engineering Techniques
Maelstrom: A Logic Synthesis Technique for Asynchronous Circuits,2025,1,https://doi.org/10.1109/tcad.2025.3572364,https://pmc.ncbi.nlm.nih.gov/articles/PMC12922599/,,Low-power high-performance VLSI design; Quantum Computing Algorithms and Architecture; Embedded Systems Design Techniques
An Analytical Model for Performance-Carbon Co-Optimization of Edge AI Accelerators,2025,1,https://doi.org/10.1109/tcad.2025.3602746,https://lirias.kuleuven.be/retrieve/2a4ae44d-fe4a-459a-972f-c4cf3adca019,,CCD and CMOS Imaging Sensors; IoT and Edge/Fog Computing; Digital Transformation in Industry
Trade-off-aware Analog Circuit Sizing Based on A Multitask Surrogate Model-assisted Evolutionary Algorithm,2026,0,https://doi.org/10.1109/tcad.2026.3677769,https://eprints.gla.ac.uk/376569/2/376569.pdf,,VLSI and FPGA Design Techniques; Evolutionary Algorithms and Applications; Low-power high-performance VLSI design
"EDACurry: A Multi-Language Framework to Create, Translate, and Manipulate Transistor-Level Netlists",2025,0,https://doi.org/10.1109/tcad.2025.3647373,https://doi.org/10.1109/tcad.2025.3647373,,VLSI and FPGA Design Techniques; Embedded Systems Design Techniques; Low-power high-performance VLSI design
Simulation-Guided Approximate Logic Synthesis Under the Maximum Error Constraint,2026,0,https://doi.org/10.1109/tcad.2026.3654911,https://arxiv.org/pdf/2505.16769,,Low-power high-performance VLSI design; Radiation Effects in Electronics; Parallel Computing and Optimization Techniques
Approximate Logic Synthesis via Iterative SMT-based Subcircuit Rewriting,2025,0,https://doi.org/10.1109/tcad.2025.3638267,https://hdl.handle.net/10044/1/126209,,Low-power high-performance VLSI design; VLSI and FPGA Design Techniques; Formal Methods in Verification
APT-LLM: Exploiting Arbitrary-Precision Tensor Core Computing for LLM Acceleration,2025,0,https://doi.org/10.1109/tcad.2025.3604321,https://arxiv.org/pdf/2508.19087,,Particle Accelerators and Free-Electron Lasers; Magnetic confinement fusion research; Particle accelerators and beam dynamics
HyDRA: Deadline and Reuse-Aware Cacheability for Hardware Accelerators,2026,0,https://doi.org/10.1109/tcad.2026.3693624,https://arxiv.org/pdf/2605.08908,,Security and Verification in Computing; Parallel Computing and Optimization Techniques; Embedded Systems Design Techniques
ESFA: An Efficient Scalable FFT Design Framework on Versal AI Engine,2025,0,https://doi.org/10.1109/tcad.2025.3612333,https://doi.org/10.1109/tcad.2025.3612333,,Embedded Systems Design Techniques; Parallel Computing and Optimization Techniques; Advanced Memory and Neural Computing
RETENTION: Resource-Efficient Tree-Based Ensemble Model Acceleration with Content-Addressable Memory,2026,0,https://doi.org/10.1109/tcad.2026.3691288,https://arxiv.org/pdf/2506.05994,,Network Packet Processing and Optimization; Advanced Graph Neural Networks; Advanced Neural Network Applications
A Flexible Hardware Design Tool for Fast Fourier and Number-Theoretic Transformation Architectures,2025,0,https://doi.org/10.1109/tcad.2025.3595834,https://doi.org/10.1109/tcad.2025.3595834,,Parallel Computing and Optimization Techniques; Numerical Methods and Algorithms; Quantum Computing Algorithms and Architecture
<i>QuickCell</i> : Fast Automatic Design of Standard Cells for Silicon Dangling Bond Logic,2025,0,https://doi.org/10.1109/tcad.2025.3605537,https://doi.org/10.1109/tcad.2025.3605537,,Integrated Circuits and Semiconductor Failure Analysis; VLSI and Analog Circuit Testing; Advanced Surface Polishing Techniques
Automated Bitstream-Level Cost-Reliability Design-Space Exploration for SRAM-Based FPGAs,2025,0,https://doi.org/10.1109/tcad.2025.3573225,https://doi.org/10.1109/tcad.2025.3573225,,VLSI and Analog Circuit Testing; Integrated Circuits and Semiconductor Failure Analysis; Semiconductor materials and devices
SYNtzulA: Open Hardware for Near-Sensor SNN Inference,2025,0,https://doi.org/10.1109/tcad.2025.3645186,https://doi.org/10.1109/tcad.2025.3645186,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Neural Networks and Reservoir Computing
Towards On-Device Learning and Reconfigurable Hardware Implementation for Encoded Single-Photon Signal Processing,2026,0,https://doi.org/10.1109/tcad.2026.3685523,https://arxiv.org/pdf/2504.09028,,Advanced Optical Sensing Technologies; Neural Networks and Reservoir Computing; Integrated Circuits and Semiconductor Failure Analysis
Vendor-Independent Design Space Exploration and Resource Optimization Framework for 3-D Networks-on-Chip Using Hypergraph-Genetic Algorithm Integration,2025,0,https://doi.org/10.1109/tcad.2025.3616073,https://orcid.org/0000-0002-0820-5487,,Interconnection Networks and Systems; VLSI and FPGA Design Techniques; Embedded Systems Design Techniques
Comparing Methods for the Cross-Level Verification of SystemC Peripherals with Symbolic Execution,2025,0,https://doi.org/10.1109/tcad.2025.3641038,https://doi.org/10.1109/tcad.2025.3641038,,Embedded Systems Design Techniques; Formal Methods in Verification; Parallel Computing and Optimization Techniques
Flexible Generation of Fast and Accurate Software Performance Simulators From Compact Processor Descriptions,2024,0,https://doi.org/10.1109/tcad.2024.3445255,https://doi.org/10.1109/tcad.2024.3445255,,Software System Performance and Reliability; Cloud Computing and Resource Management; Distributed and Parallel Computing Systems
2023 Index IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems Vol. 42,2023,0,https://doi.org/10.1109/tcad.2023.3336402,https://ieeexplore.ieee.org/ielx7/43/10325328/10332916.pdf,https://ieeexplore.ieee.org/ielx7/43/10325328/10332916.pdf,VLSI and FPGA Design Techniques
Structural Mutation Based Differential Testing for FPGA Logic Synthesis Compilers,2026,0,https://doi.org/10.1109/tcad.2026.3681224,https://arxiv.org/pdf/2508.17713,,Formal Methods in Verification; Software Testing and Debugging Techniques; Radiation Effects in Electronics
Technology Legalization and Optimization for Adiabatic Quantum-Flux Parametron,2024,0,https://doi.org/10.1109/tcad.2024.3434385,https://doi.org/10.1109/tcad.2024.3434385,,Advancements in Semiconductor Devices and Circuit Design; Semiconductor materials and devices; Low-power high-performance VLSI design
TopoSizing: An LLM-aided Framework of Topology-based Understanding and Sizing for AMS Circuits,2026,0,https://doi.org/10.1109/tcad.2026.3685525,https://arxiv.org/pdf/2509.14169,,VLSI and FPGA Design Techniques; Advanced Graph Neural Networks; Low-power high-performance VLSI design
Digital-Based Solution for the Generation of FM/PM Test Stimuli,2024,0,https://doi.org/10.1109/tcad.2024.3434356,https://hal-lirmm.ccsd.cnrs.fr/lirmm-04689470v1/file/TCAD-HAL.pdf,,Sensor Technology and Measurement Systems; VLSI and Analog Circuit Testing
Acore-CIM: build accurate and robust mixed-signal CIM cores with RISC-V controlled self-calibration,2026,0,https://doi.org/10.1109/tcad.2026.3682622,https://doi.org/10.1109/tcad.2026.3682622,,Digital Filter Design and Implementation; Embedded Systems Design Techniques; Network Time Synchronization Technologies
